16;1076655600;62.77.107.82;a3d0e40ec8db383e8efb3082c1385e5b;/;
14;1076655600;195.250.138.254;43cbbef62f86478ebf20a43821d3bf8c;/dt/?c=15250;http://www.shop4.cz/ls/index.php?&id=51&view=1,2,3,4,6,21,10&sort=,4&pozice=20
12;1076655600;193.179.78.38;10aae203e38a72a3d55c9a5e652a47c9;/dt/?c=9673;http://www.shop3.cz/ls/?filtr=167,14,125&id=33&sort=&view=6,23,24
17;1076655600;217.112.165.16;c3943af95b87f898355e2547950aac85;/dt/?c=16065;http://www.shop7.cz/ls/index.php?&id=155&sort=45,4&view=1,2,3,4,38,6,31,35
11;1076655603;195.75.74.92;9966f46bf1bbf12e12fbb82d64a8e7f9;/ct/?c=158;http://www.shop2.cz/
10;1076655603;195.47.32.225;4e4dea26ece730d457e58aaef1fe0fe2;/ls/?&id=3&view=1,9,11,29,35&pozice=60;http://www.shop1.cz/ls/?&id=3&view=1,9,11,29,35&pozice=40
14;1076655604;213.235.80.35;3f41958b35f596b95c07bf0cfbeb0efd;/dt/?c=16855;http://www.shop4.cz/ls/?id=67
11;1076655605;194.149.119.34;eaf29b7d60f43b377c9147b33683b88a;/dt/?c=5651;http://www.shop2.cz/ls/?filtr=87,99&id=15&sort=&view=1,2,3,4,7
17;1076655605;193.165.118.20;9a31651774369d18a4b62821220c4a94;/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,_11,4;http://www.shop7.cz/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,_11
11;1076655606;216.88.158.142;14587286b2cfee5a3f228e496a244bfa;/findp/?id=13;
16;1076655606;193.165.245.222;ad3b2e5194f5a2f2fb3976b0258f5125;/dt/?c=12187;http://www.shop6.cz/ls/index.php?&id=139&view=11,4,7,8,13,23,42&filtr=16
10;1076655606;212.47.20.1;426dd8aa376811754bea0a6ace9b7211;/;
11;1076655607;195.75.74.92;9966f46bf1bbf12e12fbb82d64a8e7f9;/ls/?id=33;http://www.shop2.cz/ct/?c=158
11;1076655607;193.85.179.10;9ad6e926eda5b28a0bc0109ae629f457;/dt/?c=10858;http://www.shop2.cz/znacka/?c=94
14;1076655607;194.228.121.21;634ffd6634d75fc4dc52914ec3e0ea49;/poradna/index.php?th=8311&ths=1;http://www.google.com/search?hl=cs&ie=UTF-8&oe=UTF-8&q=clatronic+dom%C3%A1c%C3%AD+pek%C3%A1rna&lr=
11;1076655608;217.11.227.205;e1e8d397c75a38326e4fd5203ebbcab6;/dt/?c=14674;http://www.shop2.cz/ls/?filtr=23&id=38&sort=&view=2,3
12;1076655608;213.81.225.232;5a84394e6410b685a4105a69c6f2b186;/dt/?c=10099;http://www.shop3.cz/ls/?id=41
14;1076655609;62.77.75.1;c52b8fe81ccf8a5b03ff306b945ca5c4;/dt/?c=10085;http://www.shop4.cz/ls/?filtr=42&id=54&sort=&view=1,2,3,4,5,21,11
12;1076655610;194.228.123.172;b2e30bf2f08a97b94a68ee51260e6c26;/ls/?&id=99&view=2,5,9&pozice=80;http://www.shop3.cz/ls/?&id=99&view=2,5,9&pozice=60
10;1076655610;195.47.32.225;4e4dea26ece730d457e58aaef1fe0fe2;/kosik/pridat.php?id=9699;http://www.shop1.cz/ls/?&id=3&view=1,9,11,29,35&pozice=60
10;1076655611;195.47.32.225;4e4dea26ece730d457e58aaef1fe0fe2;/kosik/index.php?;http://www.shop1.cz/ls/?&id=3&view=1,9,11,29,35&pozice=60
12;1076655611;80.250.5.42;c4655bdf3a2e5520d9c690792c1a1afb;/poradna/index.php?th=6436&ths=1;http://www.google.com/search?hl=cs&inlang=pl&ie=ISO-8859-2&q=videokamery+JVC+GR-D70&btnG=Vyhledat+Googlem&lr=
17;1076655611;195.47.61.17;9f1934154173487a2bcbc97deeb3b307;/ls/?id=150&sort=_12;http://www.shop7.cz/akce/
14;1076655611;194.228.11.126;3e727209d51955a909df5208f3e1c2f0;/dt/?c=15638;http://www.shop4.cz/ls/index.php?&id=74&view=1,2,3,4,6,8,10,15&filtr=43
11;1076655611;195.75.74.92;9966f46bf1bbf12e12fbb82d64a8e7f9;/ls/?&id=33&view=6,23,24&pozice=80;http://www.shop2.cz/ls/?id=33
17;1076655612;212.158.134.138;92131cd84360a1af579844e7b093f80b;/;http://www.shop6.cz/dt/?c=12234
