15;1074772800;195.146.124.16;b893217d5c8d7add68bca8f4d06a043b;/;http://search.seznam.cz/search.cgi?w=mp3+vy%F8ez%E1n%ED&mod=l-p-s-1-y-n&a=0
15;1074772800;212.111.10.77;07df9b4aa6fff2ba3658d51699d60089;/ls/preber.php;http://www.shop5.cz/ls/?filtr=&id=75&sort=&view=6,9,21,29
14;1074772800;195.113.8.7;eb407551cc56bb4df10ad00b9000bf8c;/ls/?id=73;http://www.shop4.cz/ct/?c=172
16;1074772800;213.175.34.194;497576e67b0886fb500dc9c1c891fe29;/dt/?c=15452;http://mobil.idnes.cz/mobilni_komunikace/mobilni_telefony/abecedni_prehled_mt/nokia/nokia-7600-recenze040121.html
15;1074772801;212.111.10.77;07df9b4aa6fff2ba3658d51699d60089;/ls/?filtr=8&id=75&sort=&view=6,9,21,29;http://www.shop5.cz/ls/?filtr=&id=75&sort=&view=6,9,21,29
14;1074772802;212.47.29.2;9e9e43eed4a62a69256f9ac4e1dd2b38;/ls/preber.php;http://www.shop4.cz/ls/?id=54
14;1074772802;212.47.29.2;9e9e43eed4a62a69256f9ac4e1dd2b38;/ls/?filtr=150&id=54&sort=&view=1,2,3,4,5,21,11;http://www.shop4.cz/ls/?id=54
12;1074772802;195.113.146.250;4e20b1ba1aa8fbab84d8b514b34b6b75;/dt/?c=13034;http://www.shop3.cz/ls/?filtr=125&id=38&sort=&view=2,3
11;1074772802;62.77.95.125;ae62b3b65c7bcfce61f9548f627c0306;/;http://www.shop.cz/
11;1074772803;212.96.162.35;d575657e44b0c1f1ecc961051d1edf9c;/;
14;1074772803;195.113.8.7;eb407551cc56bb4df10ad00b9000bf8c;/ls/preber.php;http://www.shop4.cz/ls/?id=73
14;1074772803;195.113.8.7;eb407551cc56bb4df10ad00b9000bf8c;/ls/?filtr=63&id=73&sort=&view=2,3,4,7,8,10;http://www.shop4.cz/ls/?id=73
12;1074772804;195.113.164.2;b32d6745c6490ce92246afc9dd72019b;/;
14;1074772805;147.231.32.236;6ca67e15e675f7926ef8d5c267afd789;/ls/?&id=45&view=1,2,3,4,5,7,11,10&pozice=20;http://www.shop4.cz/ls/?id=45
11;1074772807;80.95.100.98;b6463663c33deafdd8db825596082707;/dt/param.php?id=377;
16;1074772807;193.109.180.96;3f2f0b02c30a5e01b825e55157d74a89;/dt/?c=13791;http://www.shop6.cz/ls/?id=131
12;1074772807;212.90.234.101;4df8ea9b7e09614a38c02f6892dd39db;/dt/?c=9869;http://www.shop3.cz/ls/?&id=29&view=1,3,25,4,5&sort=13&pozice=100
15;1074772807;195.144.99.106;5af13f91b57d64b725bcfb1164e40510;/dt/?c=9437;http://www.shop5.cz/ls/?filtr=68&id=76&sort=&view=2,5,6,9,31
12;1074772810;212.27.213.18;b0f68f682c5a5656ad1eae5702402b78;/dt/komentar.php?tema_id=0&id=14030&thread_id=24220&thread_srv_id=1;http://www.shop3.cz/dt/?c=14030
14;1074772810;194.228.166.211;093a8f9470bc3ad4ef77b2c72d9650cc;/ls/?id=74;http://www.shop4.cz/ls/?filtr=56&id=72&sort=&view=1,2,3,4,6,8,10
14;1074772810;213.151.82.142;0e0ab9c098044c131cac3eb5248b9b68;/df/pridat.php?id=11775;http://www.shop4.cz/ls/?id=54
15;1074772810;195.113.164.2;8ac200998c033b63a19bc1b7c70465be;/;http://www.shop3.cz
14;1074772810;217.77.161.17;c7879eca5b24515b009e763b1c6bba74;/dt/glosar.php?id=93;
14;1074772810;213.151.82.142;0e0ab9c098044c131cac3eb5248b9b68;/ls/?id=54;http://www.shop4.cz/ls/?id=54
14;1074772809;194.228.23.10;02e61ee064dc2addeebf889b3762c6a3;/dt/?c=7490;http://www.shop4.cz/ls/?id=108
12;1074772804;213.175.32.108;193d4e3e272243f95c082f1000daed5b;/dt/?c=8942;http://www.shop3.cz/ls/?id=34
17;1074772812;195.113.44.79;f8a3d87023b6db5cbff2a38f59a006d8;/ls/?id=151;http://www.shop7.cz/ls/?id=157&sort=_11
14;1074772812;62.141.0.146;dcd19d85dae4fffb2a1ff69c9f12ad2f;/kontakt/;http://www.shop4.cz/poradna/
14;1074772810;193.201.110.59;931edb573315a695c7850d6fe0e5e379;/findp/strom.php?;http://www.shop4.cz/
12;1074772812;194.228.206.134;40826a3b940d9cdff6bb726c949f0243;/ls/index.php?&id=29&view=1,3,25,4,5&sort=13&filtr=84;http://www.shop3.cz/ls/index.php?&id=29&view=1,3,25,4,5&sort=13&filtr=86
12;1074772812;194.228.222.50;a9f5e6295d1e35d598d1b89b39866828;/faq/;http://www.shop3.cz/onakupu/
15;1074772812;195.113.164.2;8ac200998c033b63a19bc1b7c70465be;/ls/?id=10;http://www.shop5.cz/
11;1074772811;217.112.175.116;1c58ca1c67db309b73f17d0bf0525b82;/dt/?c=10660;
14;1074772812;147.231.32.236;6ca67e15e675f7926ef8d5c267afd789;/dt/?c=11812;http://www.shop4.cz/ls/?&id=45&view=1,2,3,4,5,7,11,10&pozice=20
10;1074772813;66.196.72.47;e56114f53dc4e7bdffa79fc3cae5e711;/poradna/?th=14799&ths=1;
16;1074772812;194.50.64.132;04f35b41accee22ef877297432f2a36a;/dt/?c=15273;http://www.shop6.cz/ls/?filtr=108,224,16&id=139&sort=&view=11,4,7,8,13,23,42
14;1074772813;195.113.8.7;eb407551cc56bb4df10ad00b9000bf8c;/dt/?c=8412;http://www.shop4.cz/ls/?filtr=63&id=73&sort=&view=2,3,4,7,8,10
15;1074772813;195.39.5.120;80253243faaa44ccdd6892979ec2add0;/dt/?c=15292;http://www.shop5.cz/ls/?id=76
11;1074772815;80.95.100.98;b6463663c33deafdd8db825596082707;/dt/param.php?id=377;
14;1074772815;213.151.82.142;0e0ab9c098044c131cac3eb5248b9b68;/df/pridat.php?id=2530;http://www.shop4.cz/ls/?id=54
14;1074772815;213.151.82.142;0e0ab9c098044c131cac3eb5248b9b68;/ls/?id=54;http://www.shop4.cz/ls/?id=54
16;1074772814;194.213.63.131;9d15777067eecc4f3726c10125009c42;/dt/?c=15539;http://www.shop6.cz/ls/?filtr=41&id=139&sort=,4&view=11,4,7,8,13,23,42
14;1074772816;194.228.166.211;093a8f9470bc3ad4ef77b2c72d9650cc;/ls/preber.php;http://www.shop4.cz/ls/?id=74
14;1074772816;194.228.166.211;093a8f9470bc3ad4ef77b2c72d9650cc;/ls/?filtr=56&id=74&sort=&view=1,2,3,4,6,8,10,15;http://www.shop4.cz/ls/?id=74
17;1074772815;195.113.44.79;f8a3d87023b6db5cbff2a38f59a006d8;/dt/?c=12300;http://www.shop7.cz/ls/?id=151
16;1074772815;147.229.27.87;586598ba5c8faf2caa48fc159b075219;/dt/?c=15828;http://mobil.idnes.cz/mobilni_komunikace/mobilni_telefony/abecedni_prehled_mt/nokia/nokia-7600-recenze040121.html
14;1074772817;81.0.245.185;d62fb14a939a87e3ce45392e972fa89b;/ls/?&id=53&view=1,2,3,4,5,6,21,11&pozice=20;http://www.shop4.cz/ls/?id=53
12;1074772817;194.228.82.93;5e915818f2f2aea84574492abc7456b9;/ls/?id=33;http://www.shop3.cz/ct/?c=155
12;1074772817;213.246.110.226;d56350480ea5f36de0064d686d043821;/;
14;1074772818;194.228.82.209;dc16095f1bdf4c9226d164604a5e9838;/ls/preber.php;http://shop4.cz/ls/?filtr=30&id=46&sort=&view=1,2,3,6,4,16,5,12
14;1074772817;195.39.7.103;917c6c742c1914dd6801f55446335cdf;/dt/?c=5145;http://www.shop4.cz/ls/?&id=46&view=1,2,3,6,4,16,5,12&p_1=180&p_1_=>&p_6=A&p_11=bílá&p_7=3&p_7_=>&p_16=dole&p_5=80&p_5_=>&p_8=3&p_8_=>&pozice=20
16;1074772817;198.141.197.3;0dd362d606f6ee939cbccad238ba2287;/dt/?c=15452;http://www.shop6.cz/
11;1074772815;212.96.162.35;d575657e44b0c1f1ecc961051d1edf9c;/akce/;http://www.shop2.cz/
15;1074772817;147.32.127.204;319d5e2ccf8f3eb01dcd873c1fe14f7c;/dt/?c=6788;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&filtr=68
16;1074772819;147.229.27.87;586598ba5c8faf2caa48fc159b075219;/dt/obr.php?id=18495;
12;1074772818;66.196.72.40;996ce408c03541d21be2019ff74c3d3e;/dt/?id=9559;
11;1074772819;81.27.193.2;e37f76f9943e7ac14201f1f8a8492fd7;/dt/cetelem.php?castka=8270&typ=deset;http://www.shop2.cz/dt/cetelem.php?castka=8270&typ=deset
14;1074772819;195.250.153.24;18799237707154a458f6fd55c0aec70b;/ls/sety.php?zbozi_id=3222;http://www.shop4.cz/dt/?c=3222
15;1074772820;195.113.164.2;8ac200998c033b63a19bc1b7c70465be;/ls/?&id=10&view=3,1,2&pozice=20;http://www.shop5.cz/ls/?id=10
12;1074772820;62.77.118.41;278ece4cb9f10c32c37981566122163b;/ls/?&id=38&view=2,3&pozice=40;http://www.shop3.cz/ls/?&id=38&view=2,3&pozice=20
14;1074772820;212.65.193.94;f2b553926d399c72de1dbfdae6b6b688;/ct/?c=167&session=a72d7f6168a99461e960946fc412c99f;http://www.shop4.cz/df/?tree=67&id=4034,4028
14;1074772821;213.210.151.6;1fbc09c7a3b4401d62a1f2cfba1314e2;/ls/index.php?&id=44&view=1,2,3,4,6,14,9&sort=,14;http://www.shop4.cz/ls/?id=44
17;1074772821;195.113.44.79;f8a3d87023b6db5cbff2a38f59a006d8;/dt/obr.php?id=14844;
14;1074772820;195.113.8.7;eb407551cc56bb4df10ad00b9000bf8c;/dt/?c=8413;http://www.shop4.cz/ls/?filtr=63&id=73&sort=&view=2,3,4,7,8,10
12;1074772810;212.27.213.18;b0f68f682c5a5656ad1eae5702402b78;/dt/?c=14030&tisk=ano;http://www.shop3.cz/dt/?c=14030
12;1074772821;212.27.213.18;b0f68f682c5a5656ad1eae5702402b78;/dt/komentar.php?tema_id=0&id=14030&thread_id=24751&thread_srv_id=1;http://www.shop3.cz/dt/?c=14030
16;1074772821;62.245.90.237;61e1a55f48902fa8095c6a4ecb0beac8;/dt/?c=15828;http://mobil.idnes.cz/mobilni_komunikace/mobilni_telefony/abecedni_prehled_mt/motorola/motorolampx-220031215.html
11;1074772819;80.188.127.10;4a475ef470ba17354cf5d70038ca223c;/dt/?c=5487;http://www.shop2.cz/ls/?id=84
14;1074772819;82.202.8.176;f8b6bfd004ca92d6cbee7edd460d3aa8;/dt/?c=15994;http://www.shop4.cz/ls/?filtr=43&id=117&sort=&view=1,2,3,9
12;1074772821;212.27.213.18;b0f68f682c5a5656ad1eae5702402b78;/dt/cetelem.php?castka=5590&typ=deset;http://www.shop3.cz/dt/?c=14030
12;1074772822;212.27.213.18;b0f68f682c5a5656ad1eae5702402b78;/dt/komentar.php?tema_id=0&id=14030&thread_id=24635&thread_srv_id=1;http://www.shop3.cz/dt/?c=14030
12;1074772822;212.27.213.18;b0f68f682c5a5656ad1eae5702402b78;/dt/komentar.php?id=14030;http://www.shop3.cz/dt/?c=14030
12;1074772822;212.27.213.18;b0f68f682c5a5656ad1eae5702402b78;/dt/komentar.php?tema_id=0&id=14030&thread_id=24230&thread_srv_id=1;http://www.shop3.cz/dt/?c=14030
12;1074772822;212.27.213.18;b0f68f682c5a5656ad1eae5702402b78;/dt/komentar.php?tema_id=0&id=14030&thread_id=24199&thread_srv_id=1;http://www.shop3.cz/dt/?c=14030
12;1074772822;212.27.213.18;b0f68f682c5a5656ad1eae5702402b78;/dt/komentar.php?tema_id=0&id=14030&thread_id=24204&thread_srv_id=1;http://www.shop3.cz/dt/?c=14030
12;1074772822;212.27.213.18;b0f68f682c5a5656ad1eae5702402b78;/dt/komentar.php?tema_id=0&id=14030&thread_id=24200&thread_srv_id=1;http://www.shop3.cz/dt/?c=14030
15;1074772823;212.111.10.77;07df9b4aa6fff2ba3658d51699d60089;/ls/index.php?&id=75&view=6,9,21,29&filtr=8&sort=,_16;http://www.shop5.cz/ls/?filtr=8&id=75&sort=&view=6,9,21,29
14;1074772820;194.228.82.209;dc16095f1bdf4c9226d164604a5e9838;/ls/?filtr=43,30&id=46&sort=&view=1,2,3,6,4,16,5,12;http://shop4.cz/ls/?filtr=30&id=46&sort=&view=1,2,3,6,4,16,5,12
11;1074772822;62.77.95.125;ae62b3b65c7bcfce61f9548f627c0306;/dt/?c=10601;http://www.shop2.cz/
