17;1076104800;64.68.82.170;c0a5f0064f6b1e7924b4257e1457ddd4;/;
12;1076104800;80.95.116.210;7536d3ff008548d82c8bea38a2e76949;/ls/?&id=41&;http://www.shop3.cz/setp/?&id=41&view=1,2,5,20
14;1076104801;212.47.31.9;0a3cee4fa1b5ffb84343d5aa264212e2;/ls/?id=102;
14;1076104802;213.235.136.63;03587ce576b87d7fe54c5b48a30c22cb;/ls/?id=48;http://www.shop4.cz/ct/?c=162
12;1076104802;80.188.76.122;47980153b948b944944caa566fe8d5c4;/ls/index.php?&id=41&view=1,2,5,20&sort=,4;http://www.shop3.cz/ls/?id=41
11;1076104803;195.113.0.8;3650f2d8fe06e6db66c6ecd1d87584c0;/dt/?c=10307;http://www.shop2.cz/ls/?filtr=8&id=27&sort=&view=2,6,17,22
14;1076104803;212.20.121.188;eb802c24e37ce40d72e0543a45a68c33;/ct/?c=167;http://www.shop4.cz/ls/?&id=119&view=1,2,3,4&pozice=80
14;1076104804;212.20.101.253;244b6e05ece5b8abd000ae0b1c955702;/dt/?c=16338;http://www.shop4.cz/akce/?kat=77
12;1076104804;213.235.166.147;5b5df5c415e1eab58f875d6853737e32;/dt/?c=12955;http://www.shop3.cz/ls/?filtr=125&id=38&sort=&view=2,3
14;1076104805;194.108.48.14;096d61ac75349193d461545ad52c75e0;/ls/index.php?&id=70&view=1,2,3,4,7,11,16&filtr=36&sort=,26;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&filtr=36
12;1076104806;212.71.144.234;85cbb8d5728ecfe0c07b9fdcb2fce016;/dt/?c=11914;http://www.shop3.cz/ls/?&id=30&view=1,3,25,4,5&sort=13&filtr=85&pozice=20
14;1076104808;212.90.239.140;412a5dc0417f0b9358bace46d9ca9dc1;/ls/index.php?&id=88&view=1,2,3,4,5,6,21,25&filtr=33;http://www.shop4.cz/ls/index.php?&id=88&view=1,2,3,4,5,6,21,25&filtr=29
14;1076104809;194.108.48.14;a022940bf02714bbd1646610ebf42a9b;/ls/index.php?&id=46&view=1,2,3,6,4,16,5,12&filtr=29;http://www.shop4.cz/ls/index.php?&id=46&view=1,2,3,6,4,16,5,12&filtr=36
12;1076104810;212.11.121.19;9ef1ec133ad5831a7a5ef4bbd9d355a5;/dt/?c=14030;http://www.shop3.cz/ls/?filtr=22&id=33&sort=&view=6,23,24
17;1076104811;195.126.123.254;79a3a365b22df82cffc6d4c1585a612b;/findf/?full=medion;http://www.shop7.cz/dt/?c=15657
15;1076104811;62.141.25.249;4a775ceed880c050d6545d1c8b851003;/dt/?c=16431;http://www.shop5.cz/ls/?filtr=74&id=76&sort=&view=2,5,9,35,31
11;1076104811;62.177.78.181;b47c1a0a2935ace482ff72248f302ee7;/dt/?c=11439;http://www.shop2.cz/akce/
14;1076104812;194.108.48.14;096d61ac75349193d461545ad52c75e0;/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26,4&filtr=36;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&filtr=36&sort=,26
12;1076104813;213.226.240.52;95936b8ef271c8eaf9c9b0a48d3a7e1a;/ls/?id=41;http://www.shop3.cz/ct/?c=160
12;1076104813;80.95.116.210;7536d3ff008548d82c8bea38a2e76949;/ls/?&id=41&view=1,2,5,20&pozice=20;http://www.shop3.cz/ls/?&id=41&
12;1076104813;80.95.116.210;7536d3ff008548d82c8bea38a2e76949;/;
16;1076104814;212.20.112.180;91c73cb3111d80a310a779d06dfa6066;/dt/?c=8923;http://web.volny.cz/najdito/search.php?PHPSESSID=0f04cb163a3878a95efaa0063dba48a4&search=S55+FOTO&target=&najdito=%A0najdi+to%A0
14;1076104814;212.20.101.253;244b6e05ece5b8abd000ae0b1c955702;/ct/?c=161;http://www.shop4.cz/akce/
14;1076104815;194.108.48.14;096d61ac75349193d461545ad52c75e0;/dt/?c=12942;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26,4&filtr=36
14;1076104815;66.77.73.79;961fdef925417463744bfa4f7b6b3ff0;/w-answer.php?question=304;
14;1076104816;194.108.242.159;93103f76c2a103f6fedafaa61f20be72;/ct/?c=441;http://www.shop4.cz/dt/?c=12739
15;1076104816;195.146.134.53;5d6b8ed2889cdc8b4732210eee1b0a90;/dt/prisl.php?id=5551;
12;1076104817;213.226.240.52;95936b8ef271c8eaf9c9b0a48d3a7e1a;/ls/preber.php;http://www.shop3.cz/ls/?id=41
14;1076104817;66.77.73.79;b1d0923fe9b11489a7d8088c0fbbf594;/poradna/?akce=detail&thread_id=7911&thread_srv_id=1;
12;1076104817;213.226.240.52;95936b8ef271c8eaf9c9b0a48d3a7e1a;/ls/?filtr=8&id=41&sort=&view=1,2,5,20;http://www.shop3.cz/ls/?id=41
14;1076104817;212.90.239.140;412a5dc0417f0b9358bace46d9ca9dc1;/dt/?c=2416;http://www.shop4.cz/ls/index.php?&id=88&view=1,2,3,4,5,6,21,25&filtr=33
14;1076104818;212.20.101.253;244b6e05ece5b8abd000ae0b1c955702;/ls/?id=46;http://www.shop4.cz/ct/?c=161
15;1076104818;62.44.13.158;89c258b4911b1aa2dd478a04d714e291;/dt/?c=16309;http://www.shop5.cz/ls/?id=76
12;1076104819;80.188.76.122;47980153b948b944944caa566fe8d5c4;/dt/?c=9876;http://www.shop3.cz/ls/index.php?&id=41&view=1,2,5,20&sort=,4
