14;1076086800;194.108.16.170;5e5f4f3c10cf077eae0f351deba98121;/dt/?c=15679;http://www.shop4.cz/findf/?&full=fe 426&pozice=20
12;1076086801;195.70.144.28;740d88e35c071e4794a012ee6465ffd6;/ls/?id=36;http://www.shop3.cz/ct/?c=157
14;1076086801;212.71.148.79;3250c586ced6839a806719402923ba42;/popup/?id=410;
16;1076086803;212.96.166.1;38b4152fd1e4c445543f073fd87006d1;/dt/?c=8598;
12;1076086803;194.108.48.17;a091e5b5e0e12ef02d5c6c65b0658d26;/;
12;1076086803;212.11.121.18;1da3d422c8d92ad8c27ec5462159b746;/ls/preber.php;http://www.shop3.cz/ls/?id=100
12;1076086803;212.11.121.18;1da3d422c8d92ad8c27ec5462159b746;/ls/?filtr=&id=100&sort=&view=2,5,9;http://www.shop3.cz/ls/?id=100
12;1076086803;193.179.225.19;8e0a9e6b9bf5a13846168804a49c0b47;/ls/?id=35;http://www.shop3.cz/ct/?c=156
11;1076086804;62.129.60.116;7d814aeec2bfb6c793479cf5717b1023;/ct/?c=372;http://www.shop2.cz/dt/?c=12220
14;1076086804;82.142.64.145;06d16025ff332cec4caa68458898f932;/dt/?c=4013;http://www.shop4.cz/ls/?id=67
12;1076086804;80.145.209.27;7cb3441aadc69ee71381da4c177f27a5;/dt/?c=6764;http://search1.seznam.cz/search.cgi?mod=k-p-y&w=mvx3i+hodnocení
12;1076086804;212.11.121.18;1da3d422c8d92ad8c27ec5462159b746;/ls/preber.php;http://www.shop3.cz/ls/?filtr=&id=100&sort=&view=2,5,9
12;1076086804;212.11.121.18;1da3d422c8d92ad8c27ec5462159b746;/ls/?filtr=8&id=100&sort=&view=2,5,9;http://www.shop3.cz/ls/?filtr=&id=100&sort=&view=2,5,9
14;1076086806;213.191.100.116;1f579f603f011ba98b1e5f991499d75e;/ls/index.php?&id=46&view=1,2,3,6,4,16,5,12&sort=,4&p_1=165&p_1_=<&p_6=A&p_5=55&p_5_=>&pozice=20;http://www.shop4.cz/ls/index.php?&id=46&p_1=165&p_1_=<&p_6=A&p_5=55&p_5_=>&view=1,2,3,6,4,16,5,12&sort=,4
12;1076086807;195.70.144.28;740d88e35c071e4794a012ee6465ffd6;/ls/?&id=36&view=2,4,5&pozice=20;http://www.shop3.cz/ls/?id=36
11;1076086807;194.108.237.42;713eba25da49b66c51a5f63feeab0d51;/dt/?c=16266;http://www.shop2.cz/ls/index.php?&id=20&view=1,2,3,8&sort=,4
12;1076086807;194.213.200.14;43bd595c11c5ea512ddbfd1061ee14bb;/dt/?c=9978;http://www.shop3.cz/ls/index.php?&id=128&view=2,3,6&sort=,13
15;1076086808;62.77.127.148;0413320f9724cb39f9afb767a9cca2b2;/dt/?c=9890;
12;1076086808;212.11.121.18;1da3d422c8d92ad8c27ec5462159b746;/dt/?c=10182;http://www.shop3.cz/ls/?filtr=8&id=100&sort=&view=2,5,9
